,customer,project,total_hours,discount%,weekday,hour,num_projects,Frontend%,Backend%,UI/UX%,DevOps%,Maintenance%,Testing%,Consulting%,Security%,class,labels
18145,18145,18145,47.0,9.06,4,9,1,22.2,18.7,11.4,8.3,5.0,15.0,7.3,12.1,security_focused,7
18146,18146,18146,54.0,0.0,3,20,1,22.4,19.6,10.3,11.3,0.8,16.5,0.0,19.0,full_stack_enterprise,2
18147,18147,18147,66.0,22.17,2,21,5,19.1,21.4,0.3,11.7,15.8,10.4,10.2,11.0,full_service_partners,3
18148,18148,18148,64.0,14.95,7,14,2,30.1,15.0,13.4,0.0,13.8,10.8,5.7,11.3,frontend_specialists,0
18149,18149,18149,53.0,22.7,5,8,1,14.9,18.9,12.6,9.9,10.4,9.9,16.7,6.7,technical_diversified,5
18150,18150,18150,43.0,15.74,7,16,4,28.4,14.5,15.4,14.5,7.3,2.8,12.3,4.9,devops_specialists,8
18151,18151,18151,53.0,15.17,2,8,2,16.2,31.2,10.4,4.9,14.8,3.5,0.3,18.7,full_stack_enterprise,2
18152,18152,18152,33.0,26.98,7,12,3,21.8,16.5,1.5,14.0,3.1,10.5,25.7,6.9,technical_diversified,5
18153,18153,18153,47.0,15.95,2,14,5,28.9,14.5,4.4,0.0,6.9,5.9,23.9,15.5,technical_diversified,5
18154,18154,18154,28.0,11.2,4,17,1,12.3,29.8,9.6,14.4,10.1,8.3,15.5,0.0,backend_focused,1
18155,18155,18155,18.0,14.29,2,12,6,24.6,16.4,7.6,9.8,10.4,8.6,17.0,5.5,innovation_focused,6
18156,18156,18156,46.0,16.26,4,10,3,20.0,16.9,5.6,23.3,0.0,12.8,6.7,14.7,devops_specialists,8
18157,18157,18157,64.0,0.0,4,9,2,15.9,12.8,12.8,3.1,9.5,16.2,14.9,14.7,technical_diversified,5
18158,18158,18158,59.0,18.93,6,9,2,24.0,24.0,11.1,6.5,12.0,1.0,13.5,7.8,technical_diversified,5
18159,18159,18159,44.0,25.87,7,16,5,11.7,21.7,12.7,12.6,0.0,21.5,13.4,6.3,backend_focused,1
18160,18160,18160,71.0,14.61,1,18,5,18.6,22.2,7.9,14.6,11.5,5.4,18.1,1.7,maintenance_specialists,4
18161,18161,18161,36.0,11.63,7,13,1,16.0,21.4,8.8,0.7,7.0,19.4,17.9,8.8,technical_diversified,5
18164,18164,18164,27.0,18.75,7,17,2,25.7,17.7,11.2,10.5,5.9,14.4,8.8,5.8,innovation_focused,6
18165,18165,18165,57.0,16.71,2,17,3,20.1,19.4,9.5,11.5,15.1,7.4,10.5,6.4,full_service_partners,3
18166,18166,18166,35.0,11.88,2,14,3,16.8,16.5,13.3,0.7,4.6,16.3,18.0,13.8,technical_diversified,5
18167,18167,18167,52.0,6.44,6,9,3,18.7,24.8,12.6,11.6,0.0,16.5,5.9,9.8,backend_focused,1
18168,18168,18168,70.0,15.19,7,11,5,21.8,21.7,10.5,9.6,11.3,15.0,0.0,10.1,security_focused,7
18169,18169,18169,28.0,15.33,3,21,1,24.5,22.9,6.8,7.9,10.8,11.2,9.3,6.8,innovation_focused,6
18170,18170,18170,52.0,0.0,5,8,2,17.1,29.5,0.6,7.2,12.0,9.0,11.5,13.1,backend_focused,1
18171,18171,18171,53.0,9.19,5,18,7,17.1,14.3,10.0,18.0,13.9,0.0,19.1,7.6,maintenance_specialists,4
18172,18172,18172,32.0,24.27,3,11,5,16.5,19.2,5.2,11.3,19.2,0.0,9.3,19.3,full_stack_enterprise,2
18173,18173,18173,65.0,12.94,6,14,5,19.0,22.2,7.0,11.9,8.1,15.6,6.7,9.5,backend_focused,1
18174,18174,18174,41.0,0.0,6,17,4,18.3,21.7,11.5,4.7,11.7,9.5,5.8,16.9,full_stack_enterprise,2
18175,18175,18175,39.0,27.81,2,16,3,12.1,10.2,4.7,6.3,17.8,20.4,15.6,12.9,security_focused,7
18176,18176,18176,77.0,7.87,4,18,2,13.9,12.3,13.7,21.3,18.7,11.6,5.5,3.1,devops_specialists,8
18177,18177,18177,53.0,11.24,7,12,3,16.7,28.2,0.0,0.0,17.1,24.3,1.3,12.4,backend_focused,1
18178,18178,18178,59.0,23.5,3,13,1,14.7,30.1,9.0,12.5,5.7,6.3,6.8,14.9,backend_focused,1
18179,18179,18179,65.0,9.06,4,14,1,20.5,19.1,5.3,0.4,7.2,8.3,13.8,25.5,full_stack_enterprise,2
18180,18180,18180,35.0,0.0,3,16,5,15.8,18.7,15.9,6.8,9.9,0.0,15.4,17.6,full_stack_enterprise,2
18181,18181,18181,64.0,16.74,2,18,1,24.6,20.4,10.0,9.9,10.7,2.6,10.0,11.9,technical_diversified,5
18182,18182,18182,37.0,21.37,6,17,2,14.1,19.9,7.1,16.3,6.6,12.3,8.0,15.8,backend_focused,1
18183,18183,18183,37.0,11.25,6,18,5,30.3,17.4,9.0,1.3,8.6,20.1,5.1,8.1,security_focused,7
18184,18184,18184,41.0,14.02,7,17,2,16.3,6.0,21.3,10.5,9.6,7.7,18.3,10.3,technical_diversified,5
18185,18185,18185,36.0,5.56,2,15,3,28.9,14.2,12.6,10.2,0.3,7.5,15.9,10.5,technical_diversified,5
18186,18186,18186,57.0,7.04,3,16,1,11.5,29.5,2.8,11.1,25.2,0.0,11.6,8.4,full_service_partners,3
18187,18187,18187,49.0,12.43,7,12,1,15.9,22.5,3.6,9.6,18.9,15.3,5.6,8.6,full_service_partners,3
18188,18188,18188,38.0,20.19,2,16,5,30.7,20.5,0.6,21.1,2.9,9.8,0.0,14.5,devops_specialists,8
18189,18189,18189,55.0,15.78,1,15,7,28.7,18.7,11.4,0.5,15.7,5.6,13.3,6.1,maintenance_specialists,4
18190,18190,18190,41.0,23.16,3,9,3,9.0,25.2,3.8,14.8,4.1,14.0,14.5,14.6,backend_focused,1
18191,18191,18191,40.0,28.23,7,19,6,12.1,33.3,4.6,22.1,5.9,4.1,9.6,8.2,devops_specialists,8
18192,18192,18192,46.0,22.09,2,8,6,21.2,30.2,18.0,0.0,10.0,17.0,1.7,1.9,frontend_specialists,0
18193,18193,18193,52.0,2.28,4,21,1,12.5,21.9,3.6,3.6,7.9,18.6,17.5,14.3,technical_diversified,5
18194,18194,18194,51.0,12.73,5,20,7,24.3,11.4,5.1,6.0,30.9,13.1,5.6,3.7,full_service_partners,3
18195,18195,18195,40.0,22.02,5,11,1,15.1,27.6,15.7,13.1,9.9,2.5,6.3,9.7,frontend_specialists,0
18196,18196,18196,58.0,14.04,2,19,2,20.6,13.6,19.5,6.8,3.4,14.9,11.2,9.9,frontend_specialists,0
18197,18197,18197,42.0,2.05,4,9,1,11.7,21.4,13.6,17.2,10.7,14.8,3.5,7.2,backend_focused,1
18198,18198,18198,35.0,10.58,4,10,5,24.8,23.0,7.5,12.5,1.7,19.8,0.0,10.6,security_focused,7
18199,18199,18199,23.0,0.0,5,20,2,33.2,27.1,9.2,4.1,0.6,11.1,10.3,4.4,backend_infrastructure,9
18200,18200,18200,60.0,12.78,6,14,2,24.3,20.6,11.2,9.5,15.9,11.8,1.8,4.9,full_service_partners,3
18201,18201,18201,45.0,9.52,6,17,5,29.9,32.4,0.0,2.1,10.6,13.5,0.0,11.6,backend_infrastructure,9
18202,18202,18202,48.0,12.11,1,21,5,12.5,19.7,14.7,11.4,4.4,15.9,8.7,12.7,backend_focused,1
18203,18203,18203,61.0,24.45,7,12,3,13.9,20.5,5.9,13.9,5.9,4.8,19.7,15.3,technical_diversified,5
18204,18204,18204,38.0,4.35,1,10,7,15.4,24.0,7.2,4.4,7.4,11.2,12.1,18.2,full_stack_enterprise,2
18205,18205,18205,24.0,9.25,3,9,5,15.9,23.9,8.1,4.0,10.3,20.6,8.8,8.5,innovation_focused,6
18206,18206,18206,46.0,5.87,7,16,3,22.7,36.2,3.9,17.4,0.0,12.9,0.0,7.0,backend_focused,1
18207,18207,18207,50.0,23.57,3,14,4,21.5,9.7,19.6,17.2,6.8,17.9,2.2,5.2,security_focused,7
18208,18208,18208,41.0,24.05,4,16,4,12.8,16.3,2.8,5.1,19.9,9.9,15.2,18.0,full_service_partners,3
18209,18209,18209,67.0,17.88,5,11,7,13.3,22.3,23.1,24.0,4.8,0.0,9.2,3.4,devops_specialists,8
18211,18211,18211,62.0,5.4,6,21,6,18.8,18.6,11.0,8.7,13.4,15.6,9.9,3.9,security_focused,7
18212,18212,18212,57.0,16.59,2,21,1,14.3,22.0,16.0,11.4,1.3,24.8,0.0,10.2,backend_focused,1
18213,18213,18213,52.0,6.02,3,17,6,26.4,29.5,13.4,13.5,9.3,4.1,0.0,3.7,backend_infrastructure,9
18215,18215,18215,64.0,12.25,4,10,2,21.7,13.6,4.4,13.3,1.7,21.6,8.8,14.7,security_focused,7
18216,18216,18216,30.0,10.25,3,8,2,23.6,8.8,6.3,10.9,17.4,6.8,12.3,13.9,innovation_focused,6
18217,18217,18217,37.0,15.23,4,17,1,8.5,12.7,5.8,13.5,7.0,13.9,18.2,20.4,technical_diversified,5
18218,18218,18218,42.0,20.42,6,15,6,17.8,10.5,10.9,10.0,22.4,1.7,18.0,8.7,maintenance_specialists,4
18219,18219,18219,51.0,29.2,2,14,6,32.0,12.6,1.6,3.6,29.7,19.4,1.1,0.0,full_service_partners,3
18220,18220,18220,55.0,19.41,3,11,4,23.9,25.5,11.6,11.2,12.1,6.4,7.8,1.5,backend_infrastructure,9
18221,18221,18221,58.0,33.22,5,9,6,20.4,29.6,14.2,7.7,4.9,3.6,7.1,12.6,backend_infrastructure,9
18222,18222,18222,57.0,16.61,2,14,4,26.0,16.6,14.6,15.5,9.6,9.1,8.7,0.0,devops_specialists,8
18223,18223,18223,49.0,29.27,1,15,7,10.5,19.6,4.7,14.3,13.1,18.8,8.9,10.1,maintenance_specialists,4
18224,18224,18224,51.0,18.48,4,8,2,14.5,29.3,3.7,1.7,12.2,20.0,12.9,5.7,backend_focused,1
18225,18225,18225,29.0,16.92,2,19,3,25.8,24.2,15.3,14.5,8.4,4.8,3.1,3.9,frontend_specialists,0
18226,18226,18226,34.0,13.65,2,21,6,28.8,16.0,5.6,3.2,15.0,1.9,9.1,20.4,full_stack_enterprise,2
18227,18227,18227,58.0,17.39,7,15,1,16.9,20.6,8.9,2.8,9.1,10.8,20.1,10.8,technical_diversified,5
18228,18228,18228,58.0,18.45,2,19,7,16.7,10.4,20.6,15.1,15.2,10.3,6.2,5.4,frontend_specialists,0
18229,18229,18229,56.0,3.66,4,20,1,22.4,18.9,12.9,5.8,16.0,0.6,17.1,6.3,technical_diversified,5
18230,18230,18230,37.0,20.6,7,9,5,7.7,13.8,12.0,17.1,0.0,17.0,8.8,23.6,full_stack_enterprise,2
18231,18231,18231,59.0,3.13,6,13,7,27.2,5.8,17.7,14.0,10.6,7.7,0.3,16.6,full_stack_enterprise,2
18232,18232,18232,28.0,20.61,6,15,6,12.9,22.0,0.0,0.0,27.1,19.5,5.9,12.6,full_service_partners,3
18233,18233,18233,61.0,19.79,5,20,5,23.2,10.2,15.2,13.7,21.5,0.0,16.2,0.0,full_service_partners,3
18234,18234,18234,41.0,26.37,7,15,4,13.0,16.3,22.1,9.1,16.9,5.4,5.6,11.5,frontend_specialists,0
18235,18235,18235,70.0,8.1,4,16,1,14.7,18.3,14.9,10.6,11.9,12.6,5.5,11.5,backend_focused,1
18236,18236,18236,22.0,7.1,4,21,5,28.7,20.5,13.9,6.8,10.7,6.6,12.7,0.0,innovation_focused,6
18237,18237,18237,71.0,23.86,1,9,5,9.0,24.3,19.4,14.2,0.0,4.2,17.0,11.8,maintenance_specialists,4
18238,18238,18238,40.0,6.4,7,9,1,26.8,18.5,14.0,1.3,16.0,13.0,0.6,9.8,full_service_partners,3
18239,18239,18239,39.0,5.61,4,17,7,22.8,34.2,3.9,0.0,7.6,6.4,7.7,17.3,backend_infrastructure,9
18240,18240,18240,48.0,16.67,4,12,7,30.9,36.4,19.6,0.0,1.4,2.3,0.0,9.5,backend_infrastructure,9
18241,18241,18241,35.0,14.63,5,10,1,9.9,18.0,10.6,5.7,21.5,17.4,7.4,9.5,full_service_partners,3
18242,18242,18242,44.0,16.24,6,15,3,29.0,15.6,0.4,3.3,16.8,20.6,3.9,10.5,security_focused,7
18243,18243,18243,34.0,19.3,4,18,3,16.7,28.3,6.5,2.1,10.6,10.6,5.6,19.5,full_stack_enterprise,2
18244,18244,18244,34.0,19.35,7,15,2,19.4,22.4,11.6,8.8,0.8,10.8,9.7,16.5,full_stack_enterprise,2
18245,18245,18245,52.0,14.38,4,15,6,28.8,31.1,8.4,14.4,4.0,0.0,13.3,0.0,backend_infrastructure,9
18246,18246,18246,31.0,15.39,4,18,2,6.5,27.8,7.6,5.3,16.9,9.7,11.1,15.2,innovation_focused,6
18247,18247,18247,33.0,14.46,7,15,3,11.9,21.3,10.8,10.4,24.3,13.2,4.7,3.4,full_service_partners,3
18248,18248,18248,24.0,15.28,7,15,7,15.9,32.4,14.3,13.7,4.0,14.2,1.5,4.0,backend_focused,1
18249,18249,18249,37.0,3.9,6,12,7,14.6,24.2,14.8,0.3,1.0,21.5,1.4,22.2,full_stack_enterprise,2
18250,18250,18250,65.0,21.05,4,20,4,21.5,23.4,10.3,12.7,12.1,5.0,10.9,4.2,devops_specialists,8
18251,18251,18251,32.0,23.39,6,19,3,24.0,18.1,4.0,2.0,21.5,13.9,0.0,16.4,full_service_partners,3
18252,18252,18252,34.0,20.1,7,14,3,41.6,21.9,0.0,0.0,6.4,5.8,4.1,20.1,backend_infrastructure,9
18253,18253,18253,48.0,19.48,1,18,3,9.5,13.0,12.4,9.2,18.6,24.7,2.7,9.9,security_focused,7
18254,18254,18254,39.0,7.08,1,20,4,13.1,31.1,8.1,7.9,10.0,11.3,14.4,4.1,backend_focused,1
18255,18255,18255,78.0,3.68,6,19,4,23.4,14.2,10.8,15.3,0.5,14.6,13.5,7.7,devops_specialists,8
18256,18256,18256,43.0,21.65,4,8,7,13.7,14.6,9.3,15.4,9.8,17.0,6.4,13.9,security_focused,7
18257,18257,18257,50.0,15.23,6,8,7,14.4,20.5,6.1,7.0,14.2,12.3,20.8,4.6,maintenance_specialists,4
18258,18258,18258,59.0,16.36,4,15,2,26.0,28.1,14.3,1.0,12.4,2.6,11.7,3.8,frontend_specialists,0
18259,18259,18259,59.0,16.72,1,12,5,17.1,33.9,0.1,2.7,14.3,12.2,19.6,0.0,maintenance_specialists,4
18260,18260,18260,48.0,17.06,1,19,4,7.0,19.4,33.5,2.0,18.1,6.8,2.3,10.9,frontend_specialists,0
18261,18261,18261,43.0,20.17,6,11,6,23.1,7.7,17.1,4.0,8.8,21.2,18.1,0.0,security_focused,7
18262,18262,18262,75.0,14.24,4,14,1,24.2,20.1,8.2,15.7,11.9,6.4,9.2,4.2,devops_specialists,8
18263,18263,18263,44.0,0.0,4,20,7,16.8,28.3,3.6,15.1,10.6,2.7,14.4,8.5,maintenance_specialists,4
18264,18264,18264,38.0,20.51,5,15,3,20.6,23.8,14.4,5.7,10.5,10.3,6.6,8.1,frontend_specialists,0
18265,18265,18265,35.0,19.62,1,17,3,25.1,19.6,0.0,12.7,5.9,16.1,15.6,5.0,technical_diversified,5
18266,18266,18266,19.0,4.64,1,14,1,13.8,25.5,7.1,12.5,9.3,14.3,12.8,4.6,innovation_focused,6
18267,18267,18267,57.0,5.67,6,16,3,3.8,24.8,23.3,2.0,19.4,4.3,11.6,10.7,frontend_specialists,0
18269,18269,18269,45.0,23.95,3,17,5,15.5,9.4,9.1,12.5,8.1,11.5,11.5,22.4,full_stack_enterprise,2
18270,18270,18270,42.0,0.0,2,16,1,20.1,4.5,7.4,14.6,22.2,18.1,10.4,2.9,full_service_partners,3
18271,18271,18271,79.0,18.53,7,16,2,24.5,12.1,11.0,2.3,11.9,13.4,13.1,11.6,security_focused,7
18272,18272,18272,18.0,13.23,7,16,2,14.6,20.8,11.2,15.3,6.8,5.1,14.0,12.2,innovation_focused,6
18273,18273,18273,31.0,15.59,1,8,6,28.6,22.5,7.2,2.3,2.9,15.4,10.6,10.5,backend_infrastructure,9
18274,18274,18274,43.0,16.05,3,18,2,25.2,8.2,5.2,5.9,12.0,10.9,21.5,11.1,technical_diversified,5
18275,18275,18275,42.0,8.9,6,12,5,16.9,23.4,10.1,15.5,6.1,8.1,11.1,8.7,backend_focused,1
18276,18276,18276,37.0,20.22,6,17,2,21.7,17.8,10.5,1.3,17.8,7.0,8.3,15.7,full_service_partners,3
18277,18277,18277,44.0,9.49,2,8,6,18.8,27.2,9.3,0.0,18.1,0.0,14.1,12.5,maintenance_specialists,4
18278,18278,18278,26.0,20.98,2,13,4,25.4,17.9,11.2,15.2,9.5,2.4,11.1,7.3,innovation_focused,6
18279,18279,18279,50.0,22.75,1,14,5,18.6,5.9,18.0,12.3,16.1,11.6,12.2,5.2,security_focused,7
18281,18281,18281,45.0,8.22,3,12,6,23.2,19.1,17.7,4.1,7.2,17.5,3.9,7.2,security_focused,7
18282,18282,18282,36.0,15.91,1,9,6,22.4,19.8,16.8,8.9,5.0,9.0,5.9,12.2,frontend_specialists,0
18283,18283,18283,60.0,27.03,4,16,6,18.2,14.3,4.6,21.7,11.9,13.7,0.0,15.7,devops_specialists,8
18284,18284,18284,71.0,10.26,4,15,2,18.5,29.6,12.7,15.0,10.4,7.2,2.2,4.4,backend_focused,1
18285,18285,18285,40.0,11.77,6,8,5,16.4,20.9,11.6,15.1,3.5,10.9,8.3,13.3,backend_focused,1
18286,18286,18286,66.0,17.57,4,21,4,13.6,13.8,12.3,10.8,12.0,13.3,10.9,13.4,security_focused,7
18287,18287,18287,40.0,20.25,3,15,7,11.3,28.2,14.5,0.2,13.9,9.9,10.8,11.2,maintenance_specialists,4
18288,18288,18288,31.0,19.22,3,8,7,9.8,15.3,5.6,5.6,13.7,21.8,17.9,10.2,maintenance_specialists,4
18289,18289,18289,71.0,15.26,6,21,4,28.0,18.0,4.9,12.8,12.1,17.2,0.0,6.9,security_focused,7
18290,18290,18290,53.0,12.56,2,19,3,20.3,13.4,9.6,11.0,1.2,11.1,20.3,13.1,technical_diversified,5
18291,18291,18291,45.0,17.65,7,18,3,17.8,19.0,9.4,18.2,15.3,0.0,5.7,14.6,devops_specialists,8
18292,18292,18292,55.0,0.0,7,12,3,15.7,19.5,0.0,11.2,14.2,7.8,13.9,17.6,full_stack_enterprise,2
18293,18293,18293,49.0,29.95,6,17,5,22.3,14.9,16.6,16.7,14.7,7.8,6.6,0.4,devops_specialists,8
18294,18294,18294,44.0,13.51,3,14,4,17.6,24.2,13.9,3.1,7.0,3.2,17.9,13.1,technical_diversified,5
18295,18295,18295,25.0,16.46,6,13,1,4.0,20.0,21.7,21.5,13.0,5.3,6.6,7.8,innovation_focused,6
18296,18296,18296,41.0,31.8,1,9,5,11.4,22.5,0.0,7.6,14.4,15.8,9.7,18.5,full_stack_enterprise,2
18297,18297,18297,54.0,9.07,5,10,6,25.0,12.1,12.6,15.4,11.8,7.5,7.5,8.1,devops_specialists,8
18298,18298,18298,43.0,33.66,4,13,2,28.7,13.7,13.6,4.8,15.7,4.6,13.6,5.3,frontend_specialists,0
18299,18299,18299,59.0,20.92,6,10,7,30.5,16.9,3.0,12.6,17.0,5.8,9.5,4.7,devops_specialists,8
18300,18300,18300,51.0,18.57,2,8,1,17.0,26.2,10.8,22.2,3.7,12.0,4.5,3.7,backend_focused,1
18301,18301,18301,32.0,20.15,2,9,7,12.5,26.2,10.3,3.2,16.2,11.9,14.4,5.3,maintenance_specialists,4
18302,18302,18302,25.0,8.27,4,16,2,17.7,22.6,13.5,14.9,1.6,11.3,17.9,0.5,innovation_focused,6
18303,18303,18303,43.0,1.81,7,18,5,21.1,17.9,8.7,19.0,16.6,0.0,2.0,14.7,devops_specialists,8
18304,18304,18304,37.0,5.56,7,21,6,34.2,21.6,3.5,9.6,17.3,2.7,0.0,11.2,backend_infrastructure,9
18305,18305,18305,50.0,23.7,4,10,6,14.3,22.5,10.3,12.1,7.1,8.7,10.7,14.3,maintenance_specialists,4
18306,18306,18306,34.0,7.52,1,10,6,25.0,15.1,10.4,7.0,14.3,11.7,11.0,5.6,security_focused,7
18307,18307,18307,36.0,1.77,2,12,3,22.9,24.9,7.0,14.9,16.1,2.0,0.0,12.2,full_service_partners,3
18308,18308,18308,61.0,14.37,6,20,5,21.5,10.1,12.4,8.6,12.6,14.9,14.4,5.6,security_focused,7
18309,18309,18309,47.0,19.6,4,8,6,9.8,13.9,13.6,13.5,14.2,22.2,3.9,8.9,security_focused,7
18310,18310,18310,34.0,15.31,6,18,2,26.5,10.9,16.8,9.7,3.0,4.0,10.0,19.2,full_stack_enterprise,2
18311,18311,18311,45.0,19.85,3,8,3,32.5,14.7,12.7,2.8,16.3,4.2,15.4,1.5,technical_diversified,5
18312,18312,18312,66.0,24.24,2,8,5,24.0,18.9,5.8,4.0,13.2,8.7,8.1,17.2,full_stack_enterprise,2
18313,18313,18313,49.0,19.57,3,21,6,14.2,20.3,7.1,3.1,18.3,5.1,13.6,18.2,maintenance_specialists,4
18314,18314,18314,54.0,13.77,4,21,7,21.0,37.7,1.7,3.8,21.9,7.4,6.5,0.0,full_service_partners,3
18315,18315,18315,34.0,10.65,1,20,3,22.6,14.6,12.4,7.3,0.6,11.0,12.3,19.2,full_stack_enterprise,2
18316,18316,18316,60.0,21.17,2,11,5,16.8,22.3,17.6,0.0,8.6,11.4,6.2,17.1,full_stack_enterprise,2
18317,18317,18317,80.0,17.2,2,20,6,28.2,9.0,2.7,11.4,19.6,9.6,6.6,12.9,full_service_partners,3
18318,18318,18318,33.0,8.11,7,16,4,15.2,23.0,15.2,3.7,7.4,16.4,9.4,9.7,backend_focused,1
18319,18319,18319,27.0,25.42,6,12,2,20.9,19.6,16.0,13.3,0.0,8.4,12.6,9.3,innovation_focused,6
18320,18320,18320,48.0,17.1,4,15,4,16.7,25.1,10.2,14.5,1.4,14.3,3.6,14.3,backend_focused,1
18321,18321,18321,58.0,20.22,3,18,2,30.7,10.6,14.4,5.0,23.7,6.4,9.2,0.0,full_service_partners,3
18322,18322,18322,44.0,11.86,6,10,7,18.2,25.7,8.4,11.7,9.7,7.5,15.9,2.9,maintenance_specialists,4
18323,18323,18323,29.0,24.05,5,17,4,16.8,23.7,3.7,5.4,10.8,23.4,6.6,9.6,security_focused,7
18324,18324,18324,43.0,2.32,6,11,5,10.9,14.4,5.5,19.6,14.8,0.0,14.0,20.8,full_stack_enterprise,2
18325,18325,18325,54.0,28.4,7,12,6,28.4,15.3,13.1,2.5,9.1,13.5,10.5,7.6,security_focused,7
18326,18326,18326,39.0,0.0,4,19,5,18.8,21.0,10.3,13.4,12.1,13.0,11.4,0.0,backend_focused,1
18327,18327,18327,54.0,3.99,6,9,2,17.1,12.9,13.3,15.0,13.2,14.8,10.6,3.0,devops_specialists,8
18328,18328,18328,62.0,17.01,3,10,2,18.1,18.5,8.5,10.2,14.8,16.6,12.9,0.4,security_focused,7
18329,18329,18329,49.0,10.75,6,8,5,18.7,25.4,9.2,22.7,8.0,3.8,12.4,0.0,devops_specialists,8
18330,18330,18330,45.0,12.37,3,20,6,26.4,17.4,17.2,14.1,6.3,0.0,16.3,2.3,frontend_specialists,0
18331,18331,18331,57.0,10.75,6,14,4,15.2,21.6,21.8,9.9,4.9,7.0,5.4,14.1,frontend_specialists,0
18332,18332,18332,32.0,8.74,5,13,5,24.2,13.5,8.2,14.4,0.3,16.3,0.0,23.1,full_stack_enterprise,2
18333,18333,18333,31.0,17.54,2,18,7,22.0,7.2,15.3,25.3,7.2,6.2,7.8,9.0,devops_specialists,8
18334,18334,18334,41.0,14.61,7,9,6,20.7,15.0,9.6,18.2,12.5,4.7,1.4,17.8,devops_specialists,8
18335,18335,18335,38.0,22.08,1,16,6,22.4,19.6,8.9,8.1,17.6,3.0,12.4,8.0,maintenance_specialists,4
18336,18336,18336,33.0,15.64,5,10,3,27.8,10.4,7.0,24.0,12.4,12.6,0.0,5.8,devops_specialists,8
18337,18337,18337,72.0,11.67,4,10,2,12.4,18.8,9.0,9.3,20.9,16.8,10.4,2.3,full_service_partners,3
18338,18338,18338,78.0,21.2,7,18,3,23.5,29.3,0.0,15.4,6.0,2.8,23.0,0.0,technical_diversified,5
18339,18339,18339,40.0,0.34,3,20,2,11.3,24.1,3.6,18.4,13.0,4.5,14.2,11.0,backend_focused,1
18340,18340,18340,46.0,0.0,6,20,1,16.1,18.3,15.1,7.7,13.5,8.1,11.4,9.8,technical_diversified,5
18341,18341,18341,42.0,2.3,5,21,7,14.1,29.7,4.8,6.1,14.0,0.5,13.1,17.8,maintenance_specialists,4
18342,18342,18342,62.0,12.25,3,8,5,20.9,21.6,20.8,16.9,10.1,6.3,3.3,0.0,frontend_specialists,0
18343,18343,18343,65.0,18.13,2,20,2,20.6,18.7,10.4,16.5,15.5,3.0,8.2,7.2,devops_specialists,8
18344,18344,18344,18.0,0.0,6,17,3,16.3,28.4,6.6,7.7,6.7,8.7,25.4,0.2,innovation_focused,6
18345,18345,18345,52.0,14.91,3,14,6,24.1,13.5,6.9,14.1,2.1,16.4,20.4,2.4,security_focused,7
18346,18346,18346,25.0,12.16,1,8,2,22.2,37.8,0.0,13.6,13.7,6.7,6.0,0.0,backend_infrastructure,9
18347,18347,18347,71.0,16.1,7,15,5,15.0,17.3,20.3,4.2,14.9,9.0,12.1,7.1,frontend_specialists,0
18348,18348,18348,52.0,0.0,6,18,4,25.6,23.6,5.2,6.3,19.0,0.0,5.3,15.0,full_service_partners,3
18349,18349,18349,33.0,35.92,7,9,4,22.3,17.1,16.4,13.7,8.5,5.1,3.8,13.1,innovation_focused,6
18350,18350,18350,41.0,15.26,4,10,6,26.8,14.7,8.8,14.4,5.6,17.6,2.5,9.6,security_focused,7
18351,18351,18351,41.0,5.26,2,16,5,10.5,24.5,0.5,10.7,10.7,19.6,6.5,16.9,backend_focused,1
18352,18352,18352,53.0,16.04,3,21,2,18.7,13.3,23.2,14.0,9.2,0.0,13.1,8.4,frontend_specialists,0
18353,18353,18353,61.0,26.96,7,18,7,18.8,22.5,19.2,4.4,6.8,3.0,14.1,11.1,maintenance_specialists,4
18354,18354,18354,28.0,4.71,1,19,3,21.8,26.8,19.9,4.9,6.4,9.5,5.6,5.2,frontend_specialists,0
18355,18355,18355,73.0,3.04,1,17,2,20.8,23.2,11.9,1.6,1.7,13.3,18.9,8.7,technical_diversified,5
18356,18356,18356,69.0,14.06,4,21,4,18.4,17.2,10.4,17.6,9.3,5.3,11.3,10.5,devops_specialists,8
18357,18357,18357,32.0,14.74,2,21,7,18.3,17.7,3.7,14.0,13.4,11.4,14.4,7.0,maintenance_specialists,4
18358,18358,18358,46.0,20.68,4,15,3,23.1,32.0,7.2,3.5,0.0,11.3,9.3,13.7,backend_infrastructure,9
18359,18359,18359,71.0,26.8,4,13,3,14.5,23.9,0.0,9.6,21.1,3.1,12.8,14.9,full_service_partners,3
18360,18360,18360,63.0,21.24,1,14,3,16.6,24.0,1.5,11.0,18.7,11.3,7.9,9.0,full_service_partners,3
18361,18361,18361,40.0,3.9,7,8,5,21.5,19.8,9.2,13.2,6.0,15.5,7.1,7.6,backend_focused,1
18362,18362,18362,57.0,6.43,5,8,1,18.1,21.4,0.0,0.8,16.1,5.9,23.1,14.6,technical_diversified,5
18363,18363,18363,90.0,8.61,3,18,4,21.5,4.8,2.8,14.1,15.0,15.1,7.2,19.4,full_stack_enterprise,2
18364,18364,18364,47.0,21.22,7,18,3,19.5,21.0,4.0,9.3,9.3,12.0,9.2,15.8,full_stack_enterprise,2
18365,18365,18365,36.0,19.85,2,9,7,20.2,10.6,8.2,3.8,7.2,17.8,12.4,19.8,security_focused,7
18366,18366,18366,48.0,25.09,5,20,3,18.6,15.7,14.1,21.5,3.5,5.5,4.0,17.0,devops_specialists,8
